timestep,inst_00,inst_01,inst_02,inst_03,inst_04,inst_05,inst_06,inst_07,inst_08,inst_09,inst_10,inst_11,inst_12,inst_13,inst_14,inst_15,inst_16,inst_17,inst_18,inst_19,inst_20,inst_21,inst_22,inst_23,inst_24,inst_25,inst_26,inst_27,inst_28,inst_29,inst_30,inst_31,inst_32,inst_33,inst_34,inst_35,inst_36,inst_37,inst_38,inst_39,inst_40,inst_41,inst_42,inst_43,inst_44,inst_45,inst_46,inst_47,inst_48,inst_49
600,13107.699999999877,86780.09999999989,9005.099999999966,11110.40000000037,14880.500000000406,-43239.59999999993,-1035.6499999999137,150552.09999999998,-7804.599999999969,214697.4000000001,63749.94999999972,26923.29999999981,-18830.549999999916,-25865.250000000044,163849.2000000008,27218.549999999264,75733.45000000003,80157.9000000004,-23514.450000000128,5198.200000000214,-104607.80000000003,-48294.599999999446,85328.09999999987,34185.99999999961,120015.94999999988,135052.95000000024,77893.94999999963,50427.149999999965,400967.00000000047,79020.79999999983,-1946.4499999998293,-578.9499999998679,181044.34999999998,-3943.8499999998844,-32894.79999999989,-44053.65000000012,68681.80000000083,-4268.949999999743,46783.150000000605,18089.699999997934,39970.99999999967,41579.45000000038,23889.499999999916,15220.549999999961,182267.69999999984,-44284.99999999985,-10855.500000000073,20117.350000000086,-81410.39999999944,-7046.999999999916
601,13407.699999999888,80833.9999999999,205.09999999994034,5794.800000000335,10106.10000000041,-44539.59999999996,-1635.649999999901,136827.39999999997,-2504.5999999999585,225097.4000000001,66149.9499999997,28023.299999999803,-19556.44999999998,-28613.15000000003,162449.2000000008,22172.649999999237,80933.44999999998,75243.20000000043,-25412.450000000186,2821.300000000205,-110107.8,-45894.599999999424,89828.0999999999,40085.99999999964,115515.94999999985,129366.85000000024,80693.94999999965,55527.14999999998,394022.80000000045,79920.79999999978,3453.5500000001625,-6178.949999999891,182344.34999999992,-2843.8499999998903,-33894.79999999983,-49753.65000000012,74281.80000000086,-2868.949999999738,46683.15000000069,22389.699999998003,32409.699999999746,39660.65000000033,24989.49999999991,17520.549999999967,179767.69999999984,-45775.29999999986,-2555.500000000089,21017.350000000086,-78410.39999999932,-6646.9999999999245
602,10707.699999999857,79733.9999999999,6105.099999999975,11994.800000000309,7933.4000000004635,-44739.599999999955,-4337.249999999901,134927.4,-1504.5999999999444,212197.4000000001,71649.94999999972,33023.2999999998,-21280.949999999986,-21813.150000000034,150126.2000000008,25972.649999999194,90133.45,75643.20000000046,-24012.45000000018,2921.300000000185,-109907.79999999997,-47694.599999999424,97328.0999999999,31096.59999999967,119715.94999999987,129466.85000000022,80293.94999999966,53127.14999999996,405622.8000000004,84120.7999999998,4353.550000000161,-3478.9499999999307,175744.34999999995,-4643.849999999888,-40094.79999999987,-50953.650000000096,71181.80000000083,-568.9499999996979,42961.05000000058,17889.699999997974,40009.69999999979,39260.650000000336,15789.499999999893,16620.549999999967,172830.3999999998,-47364.29999999989,-5955.500000000124,19244.250000000084,-74610.39999999937,-3846.999999999913
603,8552.699999999859,78933.99999999991,9205.099999999926,10994.80000000033,7733.4000000005035,-45439.599999999955,-2937.2499999998954,136727.4,2295.40000000001,214597.40000000014,68636.34999999973,36123.29999999982,-23607.449999999943,-24413.150000000016,142826.20000000083,23424.949999999237,85733.45000000003,77843.20000000045,-18412.450000000226,2721.300000000189,-114344.10000000003,-47094.5999999994,115728.09999999993,21715.599999999635,125415.9499999998,128066.85000000022,76793.94999999965,52927.149999999965,401570.5000000004,91520.79999999981,3253.5500000001666,2521.050000000013,172544.34999999995,-4843.849999999883,-40194.79999999985,-53553.65000000015,79581.80000000086,31.05000000032487,45061.05000000051,13889.699999997918,38609.699999999786,32948.1500000003,11889.499999999887,15720.549999999968,179630.3999999997,-46764.2999999999,-4455.500000000067,18671.550000000094,-79119.19999999942,-7968.999999999938
604,9152.69999999988,74882.4999999999,9005.099999999966,14094.800000000318,11433.400000000478,-43639.599999999955,-2937.2499999998954,120618.29999999996,1395.400000000047,210097.4000000001,70336.34999999971,35323.299999999836,-26231.64999999991,-22513.150000000038,142326.20000000086,20074.449999999295,83933.45000000003,82543.20000000048,-22407.05000000022,1321.3000000001832,-115444.10000000003,-52594.599999999446,104828.0999999999,35015.59999999962,129015.9499999998,123785.95000000029,76193.94999999969,54527.149999999965,404170.5000000004,78322.19999999981,3353.550000000182,121.05000000006385,160619.94999999995,-6751.54999999988,-46394.79999999983,-56553.65000000012,78581.80000000092,2131.050000000262,40136.85000000049,14589.699999997993,36809.69999999972,22926.05000000029,11589.499999999876,10750.949999999943,170930.3999999998,-47853.49999999992,-11855.500000000016,18971.550000000105,-79919.1999999994,-8968.999999999953
605,9552.699999999872,79382.49999999993,11305.099999999935,18694.800000000327,7260.500000000504,-42939.599999999955,-3837.249999999894,130318.29999999994,3395.400000000004,203797.40000000008,67121.54999999973,45123.29999999981,-23431.6499999999,-23213.15000000004,133419.4000000008,16027.449999999351,85133.45,82243.20000000046,-29295.150000000205,3021.3000000002003,-114444.1000000001,-50194.599999999424,100528.09999999983,38315.599999999606,136015.9499999998,119885.95000000036,74579.74999999965,51427.14999999998,392810.0000000004,76022.19999999976,1953.5500000001764,-9078.949999999953,159219.94999999995,-7951.549999999872,-42694.79999999986,-54453.65000000011,77581.80000000083,-468.9499999997179,40036.85000000044,12289.699999997953,29150.899999999743,22826.05000000031,7889.499999999902,12250.949999999928,167397.79999999978,-47753.49999999994,-2555.500000000091,19871.550000000105,-76219.1999999995,-9768.999999999936
606,8252.699999999846,75182.49999999991,11605.099999999946,14094.80000000032,9160.50000000048,-43339.59999999995,-4037.24999999989,135118.2999999999,7095.40000000005,197597.4000000001,68321.54999999974,48223.29999999983,-24153.44999999989,-28461.75000000003,133019.4000000008,17727.449999999368,89633.45000000003,81843.20000000048,-26295.15000000016,2321.3000000001975,-115844.1000000001,-48494.59999999941,80828.09999999985,34848.699999999604,137415.9499999998,112794.45000000035,75379.74999999964,53727.14999999999,396310.0000000004,80922.19999999978,1353.5500000001537,-5878.94999999988,166719.94999999995,-6351.54999999987,-53594.799999999894,-51453.65000000014,79881.80000000088,2531.050000000325,32219.850000000504,16089.699999997907,25550.899999999747,17009.450000000244,7189.499999999899,15550.949999999946,168797.79999999978,-49241.599999999955,-15355.500000000102,19971.550000000087,-70019.19999999946,-13186.099999999959
607,8152.699999999866,73731.59999999995,11505.099999999966,8081.800000000317,13560.500000000528,-41239.59999999994,-4337.249999999902,138418.29999999987,16495.400000000027,189197.40000000008,61911.64999999971,44023.299999999814,-21653.44999999989,-21961.750000000044,141419.40000000078,18727.449999999382,89533.44999999997,83443.20000000045,-23595.1500000002,1821.3000000001905,-120544.10000000008,-50294.59999999941,80628.09999999989,22093.59999999968,133715.94999999975,103711.65000000037,74079.7499999996,58527.149999999994,403010.0000000004,83622.19999999981,2253.550000000152,-7778.949999999857,169019.94999999998,-6451.549999999868,-50494.79999999987,-43853.65000000009,72739.10000000082,6431.050000000259,30601.95000000047,27189.6999999979,25750.899999999707,13189.45000000021,689.4999999999136,16550.949999999924,166797.7999999999,-50230.39999999996,-19555.50000000012,19700.050000000105,-60619.19999999948,-10086.099999999937
608,9652.699999999852,74231.59999999999,3505.099999999994,10681.800000000298,14360.500000000511,-40939.599999999926,-2337.249999999909,140318.29999999993,19695.40000000003,189097.4000000001,66911.6499999997,45423.29999999982,-25773.949999999917,-18861.750000000022,139619.40000000078,19927.449999999357,95833.45,82743.20000000045,-30083.650000000198,346.60000000018044,-124071.10000000003,-52394.59999999942,71428.09999999987,26993.59999999977,134015.94999999975,107811.65000000042,71479.74999999962,55027.14999999998,406310.0000000004,80122.1999999998,2953.550000000155,-1578.9499999999534,177119.95,-7451.549999999883,-41094.799999999894,-36253.65000000011,73139.10000000075,7531.050000000325,21092.850000000373,33389.699999997945,20083.799999999756,8473.750000000213,-410.5000000000807,20250.949999999935,164997.79999999984,-49930.39999999994,-13655.500000000085,16931.150000000125,-53519.1999999994,-15304.999999999956
609,9552.699999999872,73631.59999999996,5405.099999999971,7281.800000000299,9784.600000000546,-40539.59999999993,-2337.249999999909,144018.2999999999,17395.39999999999,203397.4000000001,68711.6499999997,52823.29999999984,-27195.549999999912,-18861.750000000022,143119.40000000078,18383.349999999413,91633.44999999998,78924.50000000047,-26183.65000000019,1946.6000000001818,-126071.09999999999,-51994.599999999424,69328.09999999993,25293.59999999975,131415.94999999984,108711.65000000037,74879.74999999965,59227.149999999994,393048.7000000004,77222.89999999979,853.5500000001816,-278.9499999998568,173819.94999999995,-10855.249999999884,-41494.79999999989,-40953.650000000096,69139.10000000084,5931.0500000002885,12976.350000000282,34289.69999999798,21683.799999999865,6373.750000000204,1689.4999999998565,23050.949999999946,164297.7999999999,-52017.69999999994,-5655.500000000114,16061.550000000123,-53819.199999999415,-12904.999999999936
610,12052.699999999872,71731.59999999999,13505.099999999995,3981.8000000003167,11784.600000000575,-39839.59999999993,-3437.2499999999036,148018.2999999999,14326.80000000003,201697.40000000008,63303.44999999969,41223.29999999981,-20195.549999999883,-19361.750000000065,137119.40000000078,21383.349999999456,93933.45000000003,75202.40000000046,-26883.650000000194,4846.600000000173,-125171.10000000003,-51694.59999999941,91728.09999999989,31193.599999999788,130915.94999999987,112811.65000000042,71879.7499999996,58827.149999999965,393848.7000000005,75722.8999999998,6453.550000000168,-7178.949999999976,168319.94999999998,-9255.2499999999,-38994.79999999989,-46253.65000000011,78539.10000000082,10631.050000000278,12576.35000000022,40689.69999999799,19583.799999999785,3053.0500000002125,989.4999999998537,21850.949999999935,162197.7999999998,-49517.69999999994,-1455.5000000000964,16961.550000000123,-53319.199999999444,-17521.99999999997
611,10852.699999999826,73331.59999999996,14105.099999999946,6381.800000000301,8107.500000000573,-40739.59999999993,-6140.449999999903,155718.29999999993,19526.80000000006,199397.4000000001,63103.4499999997,45323.29999999984,-15795.549999999905,-17661.750000000047,149319.40000000078,23483.349999999464,92233.45000000001,76402.40000000043,-25383.65000000021,4046.600000000155,-127071.1,-48994.59999999945,90828.09999999986,49393.599999999715,130015.94999999984,117611.65000000039,77879.74999999962,61227.14999999999,373568.5000000004,85322.89999999982,4453.550000000176,-178.94999999994798,166119.94999999998,-8955.249999999889,-41094.799999999894,-46253.65000000011,77039.10000000076,5425.250000000308,7664.4500000002035,36489.699999997974,12423.59999999978,4553.050000000198,6889.499999999888,23050.949999999946,165297.79999999984,-48517.699999999924,-3255.5000000000227,17361.550000000116,-60208.299999999435,-16421.999999999978
612,8097.799999999877,67274.79999999999,18805.099999999933,6581.800000000297,11707.500000000568,-40239.599999999926,-7640.44999999989,162718.2999999999,14657.500000000033,204597.40000000014,66003.44999999969,43723.29999999981,-11995.54999999988,-18861.750000000022,154319.40000000078,20037.04999999947,92533.45000000003,75602.40000000045,-23283.6500000002,4146.60000000017,-126771.09999999999,-48394.59999999943,81928.09999999986,36954.29999999966,131315.94999999978,119311.6500000004,78379.74999999959,58827.149999999965,368792.5000000004,83922.89999999982,5053.550000000163,11721.05000000003,153302.44999999995,-8955.249999999889,-36194.79999999987,-45053.65000000014,79139.10000000078,6325.250000000342,7164.450000000232,39789.69999999796,11323.599999999786,3453.050000000204,-3624.9000000000915,25750.949999999943,162497.79999999984,-50102.79999999995,-2455.50000000004,16391.45000000013,-60108.299999999384,-14621.999999999982
613,7797.7999999998665,66474.8,32205.09999999997,5381.800000000322,9428.60000000057,-40439.599999999955,-10639.3499999999,167618.29999999993,9383.300000000014,205497.4000000001,61496.74999999971,45823.299999999814,-10395.549999999843,-20061.750000000065,165119.40000000084,21537.04999999953,96333.44999999998,75902.40000000046,-22883.65000000021,4846.600000000173,-122571.09999999998,-51194.599999999446,89428.09999999986,41354.29999999964,134015.94999999975,124411.65000000039,78079.74999999965,61327.149999999965,371292.5000000004,92522.89999999982,4553.550000000156,1321.0500000001102,156802.44999999995,-8655.249999999894,-33394.79999999986,-51953.65000000012,79139.10000000078,10325.250000000327,7264.450000000141,37389.69999999801,11823.599999999757,3253.050000000244,-3724.9000000000715,25950.94999999994,163897.79999999984,-51087.19999999995,444.4999999998804,14319.450000000154,-59808.29999999937,-13221.999999999976
614,6197.799999999901,66274.79999999997,30005.09999999998,3281.8000000003135,4445.200000000542,-39539.599999999955,-14441.849999999895,159848.99999999994,13983.300000000021,206197.4000000001,64396.74999999974,45623.29999999985,-14829.84999999988,-18661.75000000006,162919.40000000084,19090.349999999482,100433.45000000003,76302.40000000045,-13783.650000000243,6446.600000000175,-122971.10000000003,-54094.59999999944,73828.09999999983,42554.299999999545,134915.94999999978,127511.65000000042,81379.74999999964,58027.14999999998,377392.5000000004,89122.89999999979,6453.550000000168,1321.0500000001102,155402.44999999995,-9555.249999999893,-22694.799999999854,-55553.65000000011,66590.90000000087,11525.250000000302,10464.450000000215,38289.6999999979,17723.59999999979,5653.050000000193,-2424.900000000046,27150.94999999995,157455.99999999977,-50787.19999999994,-6355.5000000000455,15119.450000000172,-60608.299999999355,-18839.999999999985
615,8497.79999999987,64474.799999999974,36105.09999999998,4381.800000000308,-833.3999999994985,-41439.59999999993,-15641.849999999904,147291.69999999992,15283.299999999976,210197.4000000001,66596.74999999972,46123.29999999982,-24173.149999999863,-17261.75000000005,160219.4000000008,20190.349999999475,97733.45,78902.40000000043,-12583.650000000198,6246.6000000001795,-121671.1,-50194.59999999943,82828.09999999989,31719.299999999595,132115.94999999978,129311.65000000042,87579.7499999996,56027.14999999999,375092.50000000047,89922.89999999985,4953.550000000183,-2578.949999999895,148302.44999999995,-6955.2499999998945,-25694.799999999897,-55953.6500000001,56452.20000000091,21325.250000000342,15364.450000000164,45789.6999999979,7659.399999999721,9253.050000000188,-11924.900000000074,19971.849999999937,153555.99999999977,-48487.19999999993,-7855.500000000102,17319.45000000016,-55208.299999999435,-19640.000000000004
616,8797.799999999881,66374.80000000002,41605.09999999995,6981.800000000323,5266.600000000496,-41839.599999999926,-10441.849999999908,154291.6999999999,6611.499999999993,203197.40000000014,63892.74999999974,59723.299999999814,-15673.149999999849,-15161.750000000042,152532.20000000083,14747.449999999455,102033.45,78102.40000000045,-5883.650000000181,4746.600000000159,-119771.10000000003,-45394.59999999946,81428.09999999989,26179.69999999966,129115.94999999981,129811.65000000039,89579.74999999964,58127.14999999996,378492.5000000004,84216.19999999984,2953.550000000155,-178.94999999994616,147802.44999999998,-6355.249999999889,-24194.79999999984,-55253.6500000001,59952.20000000085,20225.25000000035,14864.450000000194,41589.699999998025,12459.399999999761,11653.050000000208,-5924.90000000006,19871.849999999922,156855.99999999974,-49669.89999999993,-2255.500000000079,13947.650000000158,-61996.39999999938,-21040.00000000001
617,9497.799999999885,64174.79999999996,42805.09999999999,5781.800000000313,3192.5000000005302,-41939.59999999994,-11041.849999999895,149391.69999999987,6711.499999999973,196297.40000000008,70292.74999999974,60723.29999999983,-18922.04999999984,-22303.65000000001,163332.2000000008,15847.44999999945,104933.44999999998,69585.60000000044,1016.3499999997966,7146.600000000179,-119471.10000000002,-52994.59999999944,90728.09999999996,24979.699999999757,130815.94999999982,131011.65000000043,90879.74999999959,56027.14999999999,363311.6000000004,87016.19999999985,3853.5500000001534,521.0500000001277,153202.44999999998,-4455.2499999998945,-21794.79999999989,-54753.65000000013,59352.2000000009,26025.25000000033,19064.45000000021,40489.69999999803,17859.39999999968,6928.050000000211,-9824.900000000065,17671.849999999933,151855.99999999974,-50069.89999999992,-8355.500000000073,12975.05000000014,-65186.89999999933,-16040.000000000011
618,10797.79999999991,64274.80000000001,37905.09999999997,9981.800000000294,5492.50000000057,-41939.59999999994,-7941.849999999908,150191.69999999992,4011.5000000000127,204697.4000000001,73292.74999999974,85423.29999999981,-17922.049999999825,-22803.64999999998,152944.10000000085,17247.449999999455,103533.44999999998,65865.4000000004,816.3499999997654,7346.600000000174,-122871.09999999998,-55739.49999999946,81628.09999999986,10554.799999999672,132815.94999999984,132711.65000000037,91579.74999999959,51827.14999999997,359911.6000000003,93216.19999999982,3853.5500000001534,5721.0500000000875,154502.44999999992,-6654.649999999885,-23094.799999999843,-46653.65000000011,61352.200000000856,27225.250000000306,16462.050000000236,42389.69999999801,15359.399999999681,11428.05000000024,-7924.900000000088,21471.849999999922,152955.99999999974,-48469.89999999992,344.4999999999727,10404.850000000119,-57186.89999999936,-14940.000000000016
619,12697.799999999886,65474.79999999999,33508.89999999998,15481.800000000301,9992.500000000598,-42039.599999999955,-6641.849999999882,138626.2999999999,13311.50000000001,214797.40000000008,74792.74999999972,91223.2999999998,-19270.949999999837,-17403.649999999987,149944.10000000088,12402.749999999458,101833.45000000004,64265.400000000365,-3399.2500000001896,8946.600000000175,-119571.09999999999,-55339.49999999947,64528.09999999992,9354.799999999626,127015.94999999985,138411.65000000037,94379.7499999996,49727.149999999965,355038.4000000003,100616.19999999984,53.550000000163436,-678.949999999918,159602.44999999998,-7054.649999999877,-26894.79999999987,-44129.75000000012,60952.20000000086,34725.250000000306,14061.350000000219,40089.699999997974,11359.399999999767,9906.450000000244,-4024.9000000000824,22271.84999999994,145825.09999999974,-51251.29999999992,8644.499999999956,7732.150000000119,-61282.099999999344,-12740.000000000027
620,12797.799999999866,66974.79999999997,33808.899999999994,10781.800000000312,8113.000000000593,-41239.59999999993,-10548.449999999892,133526.29999999993,15711.499999999958,219997.4000000001,71181.14999999975,91323.29999999986,-27012.44999999986,-17703.649999999998,155544.1000000009,14602.749999999447,100233.45,68365.4000000004,-2699.250000000187,8146.600000000157,-117471.09999999998,-57439.499999999476,70528.09999999986,12354.7999999996,129915.94999999978,140011.6500000004,95279.74999999964,51227.14999999999,356938.4000000003,103616.19999999988,2953.550000000155,-2078.9499999999234,157302.44999999995,-5454.649999999876,-25294.799999999832,-48102.25000000011,58052.20000000087,39225.250000000335,17861.350000000173,40689.699999997996,7394.699999999693,17106.450000000303,1475.0999999999603,19071.849999999937,141525.09999999983,-49251.29999999993,14944.49999999991,6160.850000000113,-62382.09999999934,-13940.000000000002
621,12797.799999999866,66974.79999999997,31408.899999999972,8867.70000000031,5831.7000000005955,-42039.599999999955,-11148.449999999879,138126.29999999993,20011.499999999956,231497.40000000008,70281.14999999975,87323.2999999998,-30557.149999999863,-23245.149999999998,158744.1000000009,10659.249999999483,94233.44999999998,66865.40000000034,-8119.150000000187,8246.600000000173,-115071.09999999996,-58339.49999999951,75228.09999999985,-1080.8000000004013,128815.94999999978,142711.65000000037,99579.74999999964,55127.149999999994,349660.4000000004,107916.19999999988,3753.550000000173,2221.050000000145,158102.44999999992,-4554.649999999878,-29894.79999999984,-48202.25000000009,51809.50000000092,31692.750000000327,17261.35000000015,42189.69999999791,-3480.100000000357,24106.45000000026,-1024.9000000000397,22971.84999999994,151025.09999999986,-52433.59999999992,6544.499999999876,8060.85000000009,-70685.89999999934,-9240.000000000013
622,13997.799999999912,66874.79999999999,28808.899999999994,7267.700000000308,9831.700000000581,-40339.59999999994,-11448.44999999989,143326.2999999999,18711.5,237897.40000000008,60258.94999999976,106123.29999999983,-26557.149999999878,-26889.750000000022,157844.10000000088,16259.249999999505,101833.45000000004,73365.4000000004,280.8499999997766,10346.600000000182,-113671.09999999996,-60539.4999999995,59928.09999999983,-12505.900000000373,127915.94999999975,141911.6500000004,93679.7499999996,56627.14999999998,350460.40000000043,105016.19999999982,5853.550000000181,6321.05000000011,157702.44999999992,-3054.649999999874,-28694.799999999865,-51978.250000000124,51309.500000000946,33292.75000000029,15662.950000000117,41189.69999999797,-1480.1000000003285,27706.45000000025,-424.90000000008797,25671.849999999937,145525.09999999974,-51433.59999999994,-155.50000000014097,9860.850000000088,-78182.99999999936,-8439.999999999958
623,11397.799999999932,64574.799999999945,30808.900000000023,5467.700000000311,9831.700000000581,-34439.59999999994,-13148.449999999906,137626.2999999999,17111.499999999964,235497.40000000005,58458.94999999976,98023.2999999998,-22857.149999999834,-28789.75,152844.10000000088,14219.849999999518,102033.45,72065.40000000037,-2744.850000000203,9346.600000000168,-112371.1,-57039.49999999948,88628.09999999987,-10805.900000000356,119815.94999999972,144711.6500000004,95979.74999999965,56527.149999999965,353760.40000000043,104516.19999999985,5853.550000000181,16321.05000000011,151202.44999999995,-2154.6499999998755,-35094.79999999987,-49578.2500000001,57209.50000000098,35492.75000000035,13166.35000000005,41689.69999999794,5719.89999999966,34306.45000000029,-3724.9000000000706,27171.849999999922,146525.09999999983,-50333.59999999991,-2955.5000000001523,11660.85000000012,-80482.9999999994,-9439.999999999973
624,8643.799999999912,65374.799999999996,33908.89999999997,6467.700000000325,15231.700000000572,-33539.59999999994,-7248.449999999872,145826.2999999999,13747.199999999992,245097.40000000005,59558.94999999975,93723.2999999998,-15557.149999999865,-25289.75000000006,161644.1000000009,14519.84999999953,109333.45000000004,72665.4000000004,-5272.6500000002125,7479.300000000167,-113471.1,-58839.49999999948,89528.0999999999,-14932.500000000287,111105.6499999998,141767.2500000004,104279.74999999964,54127.14999999998,347983.5000000004,99124.79999999986,7453.550000000183,7721.050000000116,153502.44999999998,-1454.6499999998728,-37494.799999999894,-44478.250000000124,59409.50000000097,45692.750000000306,6563.850000000015,41989.69999999795,10319.899999999598,44206.45000000031,1475.0999999999603,30471.84999999994,144525.0999999998,-49333.59999999993,1444.4999999999668,13460.850000000119,-79682.99999999942,-12464.700000000004
625,7643.799999999897,63974.79999999999,34508.899999999994,4767.700000000308,15331.700000000552,-33039.59999999993,-7548.4499999998825,143926.29999999993,10947.19999999998,240397.40000000005,52843.84999999978,86323.29999999984,-15257.149999999854,-26689.750000000065,161444.10000000088,17619.84999999955,115033.45000000004,71265.4000000004,-12293.85000000025,9479.30000000016,-115471.10000000003,-58039.4999999995,99228.09999999989,-12832.500000000207,111705.64999999983,140024.2500000004,99279.74999999964,54527.14999999997,339899.1000000004,93738.39999999986,6253.550000000173,1721.0500000000302,155302.44999999998,-3254.6499999998878,-45994.799999999836,-39678.25000000015,59809.50000000089,47592.75000000036,5963.849999999992,40689.699999997996,12419.899999999536,48606.45000000029,9275.0999999999,27771.849999999944,147325.0999999998,-48133.599999999926,644.4999999999839,13960.85000000009,-76582.99999999939,-12364.700000000024
626,9743.799999999907,62774.799999999945,31308.89999999999,845.9000000003134,9046.700000000568,-32639.59999999994,-9048.449999999904,141226.2999999999,11347.199999999972,240397.40000000005,54343.8499999998,86423.29999999983,-13857.149999999849,-24489.750000000007,158544.10000000088,20419.849999999562,110033.45000000004,73465.40000000039,-13093.850000000304,9979.300000000167,-116271.10000000002,-55739.49999999946,122928.09999999993,-11232.500000000242,108405.64999999985,140524.25000000038,105779.74999999962,53327.149999999965,345399.10000000044,95438.39999999988,8053.55000000017,7521.050000000013,157302.44999999995,-1254.649999999877,-49361.29999999985,-41778.25000000016,67009.50000000102,42671.65000000033,4762.450000000021,42289.69999999796,10619.89999999961,52506.450000000295,4675.099999999963,28671.849999999944,134183.2999999997,-48433.59999999994,11544.499999999876,10393.950000000092,-80481.59999999941,-13564.699999999999
627,13643.799999999912,59724.99999999994,34708.90000000002,3545.900000000345,5058.200000000554,-33139.59999999995,-4648.449999999892,133765.19999999992,5290.999999999969,247697.40000000002,49325.549999999814,81323.29999999984,-12957.149999999885,-23489.750000000065,160044.10000000088,22619.84999999955,111333.45,70965.40000000039,-14616.950000000299,11379.300000000172,-115671.09999999999,-54939.499999999476,135328.0999999999,-7532.500000000196,107405.64999999976,138079.65000000037,115379.74999999964,51627.14999999999,351899.10000000044,87646.29999999986,9553.550000000156,14221.05000000003,157802.44999999998,-1354.649999999875,-47961.29999999984,-37678.250000000124,63509.50000000093,44371.65000000034,2859.8499999999754,43789.69999999802,12219.899999999576,59206.45000000031,6275.099999999929,29771.849999999937,138583.29999999967,-48633.59999999993,9944.49999999991,11993.950000000093,-79281.59999999937,-14264.700000000003
628,13043.799999999961,57524.99999999988,35308.89999999997,3645.900000000325,9458.200000000532,-32539.599999999926,-3748.449999999893,122393.29999999994,5590.999999999909,247597.40000000005,46609.64999999983,75728.49999999984,-12457.149999999843,-27933.85000000007,168744.10000000094,21472.64999999953,116033.44999999998,71965.4000000004,-15516.950000000334,10679.300000000168,-113871.09999999999,-52939.49999999945,150128.09999999992,4967.499999999804,104405.64999999979,138879.65000000034,118679.74999999962,54227.15,350699.10000000044,100146.29999999986,8853.550000000152,13621.050000000007,165102.44999999995,-1954.64999999988,-43661.29999999984,-30178.250000000124,63509.50000000093,39852.9500000003,2659.849999999873,44889.69999999801,11519.899999999645,59206.45000000031,-224.90000000005602,35371.849999999926,142483.29999999967,-49319.29999999992,344.4999999999727,14093.950000000066,-76481.59999999935,-17694.300000000025
629,10343.79999999993,61324.99999999991,32308.9,2045.900000000288,7666.600000000506,-31239.599999999937,-3548.449999999897,126893.29999999997,590.999999999909,236897.40000000005,48109.64999999981,81628.49999999987,-9157.14999999986,-29133.850000000115,173844.1000000009,22572.64999999952,111333.45,72665.4000000004,-15316.950000000303,10979.300000000145,-113971.09999999998,-48639.49999999945,139728.09999999986,7567.499999999713,100505.64999999979,139879.65000000034,116179.74999999962,53827.14999999997,350599.1000000004,99346.29999999987,7853.550000000174,19921.050000000105,160902.44999999992,-854.6499999998857,-38961.29999999986,-26978.25000000012,65909.50000000102,36452.950000000266,4759.849999999953,51989.699999997945,8532.299999999657,77306.45000000026,5675.099999999907,35471.84999999994,142683.29999999964,-48719.29999999994,9444.499999999938,16493.950000000084,-73881.59999999944,-17594.300000000043
630,9088.999999999896,69724.99999999994,28108.899999999983,6445.900000000336,12866.600000000466,-30239.599999999922,51.5500000000975,124693.29999999999,5690.99999999996,236197.40000000005,49009.64999999981,89328.4999999999,-5357.149999999834,-25133.85000000013,168444.1000000009,21325.84999999952,105133.45000000003,74565.40000000037,-11816.950000000288,10279.300000000178,-112671.10000000002,-45939.49999999949,147428.09999999983,3021.999999999718,99705.6499999998,142779.65000000034,118779.74999999968,48227.14999999999,355799.10000000044,105846.29999999986,10553.55000000017,11021.0500000001,160302.44999999998,45.350000000112914,-32561.29999999985,-23278.250000000146,70609.500000001,45252.95000000029,6459.84999999997,46889.699999997894,-964.0000000002456,76018.25000000028,8275.099999999959,33971.84999999992,145083.29999999958,-48319.29999999991,5744.499999999893,16893.950000000077,-78782.6999999994,-14894.300000000012
631,9288.999999999856,66724.9999999999,23921.90000000003,3745.9000000003048,12766.600000000486,-31039.59999999994,951.5500000000961,127293.29999999997,5190.999999999917,233397.40000000005,47909.64999999982,77828.49999999984,-3057.1499999998655,-26233.850000000122,163166.70000000086,20279.549999999548,103728.15000000001,70640.10000000038,-12716.950000000323,11579.300000000167,-114071.10000000002,-45939.49999999949,158128.09999999992,6121.999999999741,94079.14999999976,146179.65000000037,123379.74999999962,53227.14999999999,349904.10000000044,103746.29999999984,12153.550000000172,10221.050000000116,163202.44999999998,845.3500000001136,-33661.29999999984,-23078.250000000113,75609.500000001,43652.95000000025,7759.849999999925,39389.699999997894,-1664.0000000001774,73628.1500000003,7475.099999999905,31904.94999999992,142183.29999999967,-49304.69999999991,10944.499999999853,16493.950000000084,-79382.69999999943,-13394.300000000027
